Frame,X-coordinate,Y-coordinate
240,406,150
241,402,156
242,396,160
243,392,166
244,386,170
245,382,176
246,376,180
247,372,186
248,366,190
249,362,196
250,356,200
251,352,206
252,346,210
253,342,216
254,336,220
255,332,226
256,326,230
257,322,236
258,316,240
259,312,246
260,306,250
261,302,256
262,296,260
263,292,266
264,286,270
265,282,276
266,276,280
267,272,286
268,266,290
269,262,296
270,256,300
271,252,306
272,246,310
273,242,316
274,236,320
275,232,326
276,226,330
277,222,336
278,216,340
279,212,346
280,206,350
281,202,356
282,196,360
283,192,366
284,186,370
285,182,376
286,176,380
287,172,386
288,166,390
289,162,396
290,156,400
291,152,406
292,146,410
293,142,416
294,136,420
295,132,426
296,126,430
297,122,436
298,116,440
299,112,446
300,106,450
301,102,456
302,96,460
303,92,466
304,86,470
305,82,476
306,76,480
307,72,486
308,66,490
309,62,496
310,56,500
311,52,506
312,46,510
313,42,516
314,36,520
315,32,526
316,26,530
317,22,536
318,16,540
319,12,546
320,12,546
321,12,546
322,12,546
323,12,546
324,12,546
325,12,576
326,16,580
327,22,586
328,26,590
329,26,590
330,26,590
331,26,590
332,46,590
333,52,586
334,56,580
335,62,576
336,66,570
337,72,566
338,76,560
339,82,556
340,86,550
341,92,546
342,96,540
343,102,536
344,106,530
345,112,526
346,116,520
347,122,516
348,126,510
349,132,506
350,136,500
351,142,496
352,146,490
353,152,486
354,156,480
355,162,476
356,166,470
357,172,466
358,176,460
359,182,456
360,186,450
361,192,446
362,196,440
363,202,436
364,206,430
365,212,426
366,216,420
367,222,416
368,226,410
369,232,406
370,236,400
371,242,396
372,246,390
373,252,386
374,256,380
375,262,376
376,266,370
377,272,366
378,276,360
379,282,356
380,286,350
381,292,346
382,296,340
383,302,336
384,306,330
385,312,326
386,316,320
387,322,316
388,326,310
389,332,306
390,336,300
391,342,296
392,346,290
393,352,286
394,356,280
395,362,276
396,366,270
397,372,266
398,376,260
399,382,256
400,386,250
401,392,246
402,396,240
403,402,236
404,406,230
405,412,226
406,416,220
407,422,216
408,426,210
409,432,206
410,436,200
411,442,196
412,446,190
413,452,186
414,456,180
415,462,176
416,466,170
417,472,166
418,476,160
419,482,156
420,486,150
421,492,146
422,496,140
423,502,136
424,506,130
425,512,126
426,516,120
427,522,116
428,526,110
429,532,106
430,536,100
431,542,96
432,546,90
433,552,86
434,556,80
435,562,76
436,566,70
437,572,66
438,576,60
439,582,56
440,586,50
441,592,46
442,596,40
443,602,36
444,606,30
445,612,26
446,616,20
447,622,16
448,626,10
449,626,10
450,626,10
451,626,10
452,626,10
453,626,10
454,656,10
455,662,16
456,666,20
457,672,26
458,676,30
459,682,36
460,686,40
461,692,46
462,696,50
463,702,56
464,706,60
465,712,66
466,716,70
467,722,76
468,726,80
469,732,86
470,736,90
471,742,96
472,746,100
473,752,106
474,756,110
475,762,116
476,766,120
477,772,126
478,776,130
479,782,136
480,786,140
481,786,140
482,786,140
483,786,140
484,786,140
485,786,140
486,786,170
487,782,176
488,776,180
489,772,186
490,766,190
491,762,196
492,756,200
493,752,206
494,746,210
495,742,216
496,736,220
497,732,226
498,726,230
499,722,236
500,716,240
501,712,246
502,706,250
503,702,256
504,696,260
505,692,266
506,686,270
507,682,276
508,676,280
509,672,286
510,666,290
511,662,296
512,656,300
513,652,306
514,646,310
515,642,316
516,636,320
517,632,326
518,626,330
519,622,336
520,616,340
521,612,346
522,606,350
523,602,356
524,596,360
525,592,366
526,586,370
527,582,376
528,576,380
529,572,386
530,566,390
531,562,396
532,556,400
533,552,406
534,546,410
535,542,416
536,536,420
537,532,426
538,526,430
539,522,436
540,516,440
541,512,446
542,506,450
543,502,456
544,496,460
545,492,466
546,486,470
547,482,476
548,476,480
549,472,486
550,466,490
551,462,496
552,456,500
553,452,506
554,446,510
555,442,516
556,436,520
557,432,526
558,426,530
559,422,536
560,416,540
561,412,546
562,406,550
563,402,556
564,396,560
565,392,566
566,386,570
567,382,576
568,376,580
569,372,586
570,366,590
571,366,590
572,366,590
573,366,590
574,346,590
575,342,586
576,336,580
577,332,576
578,326,570
579,322,566
580,316,560
581,312,556
582,306,550
583,302,546
584,296,540
585,292,536
586,286,530
587,282,526
588,276,520
589,272,516
590,266,510
591,262,506
592,256,500
593,252,496
594,246,490
595,242,486
596,236,480
597,232,476
598,226,470
599,222,466
600,216,460
601,212,456
602,206,450
603,202,446
604,196,440
605,192,436
606,186,430
607,182,426
608,176,420
609,172,416
610,166,410
611,162,406
612,156,400
613,152,396
614,146,390
615,142,386
616,136,380
617,132,376
618,126,370
619,122,366
620,116,360
621,112,356
622,106,350
623,102,346
624,96,340
625,92,336
626,86,330
627,82,326
628,76,320
629,72,316
630,66,310
631,62,306
632,56,300
633,52,296
634,46,290
635,42,286
636,36,280
637,32,276
638,26,270
639,22,266
640,16,260
641,12,256
642,12,256
643,12,256
644,12,256
645,12,256
646,12,256
647,12,226
648,16,220
649,22,216
650,26,210
651,32,206
652,36,200
653,42,196
654,46,190
655,52,186
656,56,180
657,62,176
658,66,170
659,72,166
660,76,160
661,82,156
662,86,150
663,92,146
664,96,140
665,102,136
666,106,130
667,112,126
668,116,120
669,122,116
670,126,110
671,132,106
672,136,100
673,142,96
674,146,90
675,152,86
676,156,80
677,162,76
678,166,70
679,172,66
680,176,60
681,182,56
682,186,50
683,192,46
684,196,40
685,202,36
686,206,30
687,212,26
688,216,20
689,222,16
690,226,10
691,226,10
692,226,10
693,226,10
694,226,10
695,226,10
696,256,10
697,262,16
698,266,20
699,272,26
700,276,30
701,282,36
702,286,40
703,292,46
704,296,50
705,302,56
706,306,60
707,312,66
708,316,70
709,322,76
710,326,80
711,332,86
712,336,90
713,342,96
714,346,100
715,352,106
716,356,110
717,362,116
718,366,120
719,372,126
720,376,130
721,382,136
722,386,140
723,392,146
724,396,150
725,402,156
726,406,160
727,412,166
728,416,170
729,422,176
730,426,180
731,432,186
732,436,190
733,442,196
734,446,200
735,452,206
736,456,210
737,462,216
738,466,220
739,472,226
740,476,230
741,482,236
742,486,240
743,492,246
744,496,250
745,502,256
746,506,260
747,512,266
748,516,270
749,522,276
750,526,280
751,532,286
752,536,290
753,542,296
754,546,300
755,552,306
756,556,310
757,562,316
758,566,320
759,572,326
760,576,330
761,582,336
762,586,340
763,592,346
764,596,350
765,602,356
766,606,360
767,612,366
768,616,370
769,622,376
770,626,380
771,632,386
772,636,390
773,642,396
774,646,400
775,652,406
776,656,410
777,662,416
778,666,420
779,672,426
780,676,430
781,682,436
782,686,440
783,692,446
784,696,450
785,702,456
786,706,460
787,712,466
788,716,470
789,722,476
790,726,480
791,732,486
792,736,490
793,742,496
794,746,500
795,752,506
796,756,510
797,762,516
798,766,520
799,772,526
800,776,530
801,782,536
802,786,540
803,786,540
804,786,540
805,786,540
806,786,540
807,786,540
808,786,570
809,782,576
810,776,580
811,772,586
812,766,590
813,766,590
814,766,590
815,766,590
816,746,590
817,742,586
818,736,580
819,732,576
820,726,570
821,722,566
822,716,560
823,712,556
824,706,550
825,702,546
826,696,540
827,692,536
828,686,530
829,682,526
830,676,520
831,672,516
832,666,510
833,662,506
834,656,500
835,652,496
836,646,490
837,642,486
838,636,480
839,632,476
840,626,470
841,622,466
842,616,460
843,612,456
844,606,450
845,602,446
846,596,440
847,592,436
848,586,430
849,582,426
850,576,420
851,572,416
852,566,410
853,562,406
854,556,400
855,552,396
856,546,390
857,542,386
858,536,380
859,532,376
860,526,370
861,522,366
862,516,360
863,512,356
864,506,350
865,502,346
866,496,340
867,492,336
868,486,330
869,482,326
870,476,320
871,472,316
872,466,310
873,462,306
874,456,300
875,452,296
876,446,290
877,442,286
878,436,280
879,432,276
880,426,270
881,422,266
882,416,260
883,412,256
884,406,250
885,402,246
886,396,240
887,392,236
888,386,230
889,382,226
890,376,220
891,372,216
892,366,210
893,362,206
894,356,200
895,352,196
896,346,190
897,342,186
898,336,180
899,332,176
