Frame,X-coordinate,Y-coordinate
178,700,177
179,700,177
180,690,167
181,690,167
182,680,157
183,675,152
184,670,147
185,665,142
186,660,137
187,660,137
188,650,127
189,645,122
190,640,117
191,635,112
192,630,107
193,625,102
194,620,97
195,620,97
196,610,87
197,605,82
198,600,77
199,595,72
200,590,67
201,585,62
202,585,62
203,575,52
204,570,47
205,565,42
206,565,42
207,555,32
208,555,32
209,545,22
210,540,17
211,521,18
212,521,18
213,521,18
214,535,8
215,535,8
216,535,8
217,535,8
218,500,17
219,495,22
220,490,27
221,490,27
222,480,37
223,475,42
224,470,47
225,465,52
226,460,57
227,460,57
228,450,67
229,450,67
230,440,77
231,440,77
232,430,87
233,425,92
234,420,97
235,415,102
236,410,107
237,405,112
238,400,117
239,395,122
240,390,127
241,385,132
242,380,137
243,375,142
244,370,147
245,365,152
246,360,157
247,355,162
248,355,162
249,345,172
250,340,177
251,335,182
252,330,187
253,325,192
254,320,197
255,315,202
256,310,207
257,305,212
258,305,212
259,305,212
260,290,227
261,290,227
262,280,237
263,275,242
264,270,247
265,265,252
266,260,257
267,255,262
268,250,267
269,245,272
270,240,277
271,235,282
272,230,287
273,225,292
274,220,297
275,215,302
276,210,307
277,210,307
278,200,317
279,200,317
280,190,327
281,185,332
282,180,337
283,175,342
284,170,347
285,165,352
286,160,357
287,155,362
288,150,367
289,145,372
290,140,377
291,135,382
292,130,387
293,125,392
294,120,397
295,115,402
296,115,402
297,105,412
298,100,417
299,95,422
300,90,427
301,85,432
302,80,437
303,75,442
304,70,447
305,65,452
306,65,452
307,65,452
308,50,467
309,50,467
310,40,477
311,35,482
312,30,487
313,25,492
314,20,497
315,20,497
316,20,497
317,20,497
318,20,497
319,20,497
320,20,497
321,20,497
322,20,497
323,20,497
324,20,547
325,25,552
326,30,557
327,35,562
328,35,562
329,45,572
330,50,577
331,50,577
332,50,577
333,50,577
334,50,577
335,50,577
336,50,577
337,50,577
338,50,577
339,95,582
340,100,577
341,105,572
342,110,567
343,115,562
344,120,557
345,125,552
346,130,547
347,130,547
348,140,537
349,145,532
350,150,527
351,155,522
352,160,517
353,165,512
354,165,512
355,175,502
356,180,497
357,180,497
358,180,497
359,195,482
360,200,477
361,200,477
362,210,467
363,215,462
364,220,457
365,225,452
366,230,447
367,230,447
368,230,447
369,230,447
370,250,427
371,255,422
372,260,417
373,260,417
374,270,407
375,275,402
376,280,397
377,285,392
378,285,392
379,285,392
380,300,377
381,305,372
382,310,367
383,315,362
384,320,357
385,325,352
386,330,347
387,335,342
388,340,337
389,345,332
390,350,327
391,355,322
392,355,322
393,365,312
394,370,307
395,375,302
396,380,297
397,385,292
398,390,287
399,395,282
400,400,277
401,405,272
402,405,272
403,415,262
404,420,257
405,420,257
406,420,257
407,435,242
408,440,237
409,440,237
410,450,227
411,455,222
412,460,217
413,465,212
414,470,207
415,470,207
416,470,207
417,470,207
418,490,187
419,495,182
420,500,177
421,500,177
422,510,167
423,515,162
424,520,157
425,525,152
426,525,152
427,525,152
428,540,137
429,545,132
430,550,127
431,555,122
432,560,117
433,565,112
434,570,107
435,575,102
436,580,97
437,585,92
438,590,87
439,595,82
440,595,82
441,605,72
442,610,67
443,615,62
444,620,57
445,625,52
446,630,47
447,635,42
448,640,37
449,645,32
450,645,32
451,655,22
452,660,17
453,680,18
454,696,4
455,696,4
456,696,4
457,696,4
458,716,4
459,716,4
460,700,17
461,705,22
462,710,27
463,710,27
464,710,27
465,725,42
466,730,47
467,735,52
468,740,57
469,745,62
470,750,67
471,750,67
472,750,67
473,766,82
474,766,82
475,775,92
476,780,97
477,780,97
478,783,92
479,783,92
480,783,92
481,783,92
482,783,92
483,783,92
484,780,137
485,780,137
486,770,147
487,765,152
488,760,157
489,760,157
490,750,167
491,750,167
492,740,177
493,735,182
494,730,187
495,730,187
496,720,197
497,715,202
498,710,207
499,705,212
500,700,217
501,700,217
502,690,227
503,690,227
504,680,237
505,675,242
506,670,247
507,665,252
508,660,257
509,655,262
510,650,267
511,645,272
512,640,277
513,635,282
514,630,287
515,625,292
516,620,297
517,620,297
518,610,307
519,605,312
520,600,317
521,600,317
522,590,327
523,585,332
524,585,332
525,575,342
526,570,347
527,570,347
528,560,357
529,555,362
530,550,367
531,545,372
532,540,377
533,540,377
534,530,387
535,525,392
536,520,397
537,515,402
538,515,402
539,505,412
540,500,417
541,495,422
542,490,427
543,490,427
544,480,437
545,475,442
546,470,447
547,465,452
548,460,457
549,460,457
550,450,467
551,450,467
552,440,477
553,435,482
554,430,487
555,425,492
556,420,497
557,415,502
558,410,507
559,405,512
560,400,517
561,395,522
562,390,527
563,385,532
564,380,537
565,380,537
566,370,547
567,365,552
568,360,557
569,360,557
570,350,567
571,345,572
572,345,572
573,335,582
574,335,582
575,335,582
576,335,582
577,335,582
578,335,582
579,335,582
580,335,582
581,295,582
582,290,577
583,285,572
584,280,567
585,275,562
586,275,562
587,265,552
588,260,547
589,255,542
590,250,537
591,245,532
592,240,527
593,235,522
594,230,517
595,225,512
596,225,512
597,215,502
598,210,497
599,210,497
600,210,497
601,195,482
602,190,477
603,185,472
604,180,467
605,180,467
606,170,457
607,165,452
608,160,447
609,160,447
610,150,437
611,145,432
612,140,427
613,135,422
614,130,417
615,130,417
616,120,407
617,115,402
618,110,397
619,105,392
620,100,387
621,95,382
622,90,377
623,85,372
624,80,367
625,75,362
626,70,357
627,65,352
628,65,352
629,55,342
630,50,337
631,50,337
632,40,327
633,35,322
634,30,317
635,25,312
636,20,307
637,20,307
638,20,307
639,20,307
640,20,307
641,20,307
642,20,307
643,1,241
644,1,241
645,1,241
646,20,257
647,25,252
648,30,247
649,35,242
650,40,237
651,45,232
652,50,227
653,55,222
654,60,217
655,65,212
656,70,207
657,75,202
658,80,197
659,85,192
660,90,187
661,95,182
662,100,177
663,105,172
664,110,167
665,115,162
666,120,157
667,120,157
668,130,147
669,135,142
670,140,137
671,145,132
672,150,127
673,155,122
674,155,122
675,155,122
676,170,107
677,175,102
678,180,97
679,180,97
680,180,97
681,195,82
682,195,82
683,195,82
684,210,67
685,210,67
686,220,57
687,225,52
688,230,47
689,235,42
690,235,42
691,245,32
692,250,27
693,255,22
694,260,17
695,280,18
696,280,18
697,280,18
698,280,18
699,280,18
700,319,3
701,319,3
702,300,17
703,305,22
704,310,27
705,315,32
706,320,37
707,325,42
708,330,47
709,335,52
710,340,57
711,345,62
712,350,67
713,350,67
714,360,77
715,360,77
716,360,77
717,375,92
718,380,97
719,385,102
720,390,107
721,395,112
722,400,117
723,400,117
724,410,127
725,415,132
726,420,137
727,425,142
728,430,147
729,430,147
730,430,147
731,445,162
732,450,167
733,455,172
734,460,177
735,465,182
736,470,187
737,475,192
738,475,192
739,475,192
740,490,207
741,495,212
742,500,217
743,505,222
744,510,227
745,510,227
746,510,227
747,525,242
748,525,242
749,525,242
750,540,257
751,545,262
752,545,262
753,545,262
754,560,277
755,560,277
756,570,287
757,575,292
758,580,297
759,585,302
760,590,307
761,590,307
762,600,317
763,600,317
764,600,317
765,615,332
766,620,337
767,625,342
768,630,347
769,635,352
770,640,357
771,640,357
772,650,367
773,655,372
774,660,377
775,665,382
776,670,387
777,670,387
778,670,387
779,685,402
780,690,407
781,695,412
782,700,417
783,705,422
784,710,427
785,715,432
786,715,432
787,715,432
788,730,447
789,735,452
790,740,457
791,745,462
792,750,467
793,750,467
794,750,467
795,765,482
796,765,482
797,765,482
798,780,497
799,780,497
800,783,492
801,783,492
802,783,492
803,783,492
804,783,492
805,783,492
806,780,537
807,775,542
808,770,547
809,765,552
810,760,557
811,760,557
812,760,557
813,760,557
814,740,577
815,735,582
816,735,582
817,735,582
818,735,582
819,735,582
820,735,582
821,735,582
822,735,582
823,695,582
824,690,577
825,685,572
826,680,567
827,675,562
828,675,562
829,675,562
830,660,547
831,655,542
832,650,537
833,650,537
834,640,527
835,640,527
836,630,517
837,630,517
838,620,507
839,615,502
840,610,497
841,605,492
842,605,492
843,595,482
844,590,477
845,585,472
846,580,467
847,575,462
848,570,457
849,565,452
850,560,447
851,560,447
852,560,447
853,560,447
854,540,427
855,535,422
856,530,417
857,525,412
858,525,412
859,515,402
860,515,402
861,505,392
862,505,392
863,495,382
864,490,377
865,485,372
866,480,367
867,475,362
868,470,357
869,465,352
870,465,352
871,465,352
872,450,337
873,450,337
874,440,327
875,435,322
876,435,322
877,435,322
878,420,307
879,415,302
880,410,297
881,410,297
882,400,287
883,400,287
884,390,277
885,390,277
886,380,267
887,375,262
888,370,257
889,365,252
890,365,252
891,355,242
892,350,237
893,345,232
894,340,227
895,335,222
896,330,217
897,325,212
898,320,207
899,320,207
