Frame,X-coordinate,Y-coordinate
267,374,249
268,379,245
269,384,239
270,389,235
271,394,229
272,399,225
273,404,219
274,409,215
275,414,209
276,419,205
277,424,199
278,429,194
279,434,189
280,439,185
281,444,179
282,449,175
283,454,169
284,459,165
285,464,159
286,469,155
287,474,149
288,479,145
289,484,139
290,489,135
291,494,129
292,499,125
293,504,119
294,509,115
295,514,109
296,519,105
297,524,99
298,529,95
299,534,89
300,539,85
301,544,79
302,549,75
303,554,69
304,559,65
305,564,59
306,569,55
307,574,49
308,579,45
309,584,39
310,589,34
311,594,29
312,599,24
313,-,-
314,-,-
315,-,-
316,-,-
317,625,19
318,-,-
319,-,-
320,-,-
321,-,-
322,-,-
323,-,-
324,-,-
325,665,19
326,-,-
327,-,-
328,-,-
329,-,-
330,689,24
331,694,29
332,699,35
333,704,39
334,709,45
335,714,49
336,719,55
337,724,59
338,729,65
339,734,70
340,739,75
341,744,79
342,749,85
343,754,90
344,759,95
345,764,100
346,769,105
347,-,-
348,-,-
349,-,-
350,-,-
351,-,-
352,784,145
353,784,161
354,784,155
355,-,-
356,-,-
357,-,-
358,-,-
359,-,-
360,769,175
361,764,179
362,759,185
363,754,189
364,749,195
365,744,199
366,739,205
367,734,210
368,729,215
369,724,219
370,719,225
371,714,229
372,709,235
373,704,240
374,699,245
375,694,250
376,689,255
377,684,260
378,679,265
379,674,270
380,669,275
381,664,280
382,659,285
383,654,290
384,649,295
385,644,299
386,639,305
387,634,309
388,629,315
389,624,320
390,619,325
391,614,330
392,609,335
393,604,340
394,599,345
395,594,349
396,589,355
397,583,359
398,579,365
399,574,369
400,569,374
401,564,379
402,559,385
403,554,389
404,549,395
405,544,399
406,539,405
407,534,409
408,529,415
409,524,419
410,519,425
411,514,429
412,509,435
413,504,439
414,499,445
415,494,450
416,489,455
417,484,459
418,479,465
419,474,470
420,469,475
421,464,480
422,459,485
423,454,490
424,449,495
425,444,500
426,439,505
427,434,510
428,429,515
429,424,520
430,419,525
431,414,530
432,409,535
433,404,539
434,399,545
435,394,549
436,389,555
437,384,560
438,379,564
439,-,-
440,-,-
441,-,-
442,-,-
443,-,-
444,-,-
445,-,-
446,339,564
447,334,559
448,329,555
449,324,549
450,319,545
451,314,539
452,309,534
453,304,529
454,299,524
455,294,519
456,289,515
457,284,509
458,279,505
459,274,499
460,269,495
461,264,489
462,259,485
463,254,479
464,249,475
465,244,470
466,239,465
467,234,459
468,229,455
469,224,449
470,219,445
471,214,439
472,209,435
473,204,429
474,199,425
475,194,419
476,189,415
477,184,409
478,179,405
479,174,399
480,169,395
481,164,389
482,159,385
483,154,379
484,149,375
485,144,369
486,139,365
487,134,359
488,129,354
489,124,349
490,119,345
491,114,339
492,109,335
493,104,329
494,99,325
495,94,319
496,89,315
497,84,309
498,79,305
499,74,299
500,69,294
501,64,289
502,59,284
503,54,279
504,49,275
505,44,269
506,39,265
507,34,259
508,29,255
509,-,-
510,-,-
511,-,-
512,-,-
513,-,-
514,13,234
515,-,-
516,-,-
517,-,-
518,-,-
519,-,-
520,29,195
521,34,189
522,39,185
523,44,179
524,49,175
525,54,169
526,59,165
527,64,159
528,69,155
529,74,149
530,79,144
531,84,139
532,89,135
533,94,129
534,99,125
535,103,119
536,109,114
537,113,109
538,119,105
539,123,99
540,129,95
541,134,89
542,139,85
543,144,79
544,149,75
545,154,69
546,159,65
547,164,59
548,168,54
549,174,49
550,179,45
551,184,39
552,189,35
553,194,29
554,199,24
555,-,-
556,-,-
557,-,-
558,-,-
559,225,19
560,-,-
561,-,-
562,-,-
563,-,-
564,-,-
565,-,-
566,-,-
567,265,19
568,-,-
569,-,-
570,-,-
571,-,-
572,289,24
573,294,29
574,299,35
575,304,39
576,309,45
577,314,50
578,319,54
579,324,59
580,329,65
581,334,69
582,339,75
583,344,79
584,349,85
585,354,89
586,359,95
587,364,99
588,369,105
589,374,109
590,379,115
591,384,119
592,389,125
593,394,129
594,399,134
595,404,139
596,409,145
597,414,150
598,419,155
599,423,159
600,429,165
601,434,170
602,439,175
603,444,180
604,449,185
605,454,190
606,459,195
607,464,199
608,469,205
609,474,209
610,479,214
611,484,219
612,489,225
613,494,230
614,499,235
615,504,239
616,509,245
617,514,250
618,519,255
619,524,259
620,529,265
621,534,270
622,539,275
623,544,279
624,549,285
625,554,290
626,559,294
627,564,299
628,569,305
629,574,309
630,579,315
631,584,319
632,589,325
633,594,329
634,599,335
635,604,339
636,609,345
637,614,349
638,619,355
639,624,359
640,629,365
641,634,369
642,639,374
643,644,379
644,649,385
645,654,390
646,659,395
647,663,399
648,669,405
649,674,410
650,679,415
651,684,420
652,689,425
653,694,430
654,699,435
655,704,439
656,709,445
657,714,449
658,719,454
659,724,459
660,729,465
661,734,470
662,739,475
663,744,479
664,749,485
665,754,490
666,759,495
667,764,499
668,769,505
669,-,-
670,-,-
671,-,-
672,-,-
673,-,-
674,784,545
675,784,561
676,784,555
677,-,-
678,-,-
679,-,-
680,-,-
681,-,-
682,-,-
683,-,-
684,-,-
685,-,-
686,-,-
687,-,-
688,739,564
689,734,560
690,729,555
691,724,549
692,719,545
693,714,540
694,709,534
695,704,529
696,699,525
697,694,519
698,689,514
699,684,509
700,679,505
701,674,499
702,669,495
703,664,489
704,659,485
705,654,479
706,649,475
707,644,469
708,639,465
709,634,460
710,629,454
711,624,449
712,619,444
713,614,439
714,609,434
715,604,429
716,599,425
717,594,419
718,589,414
719,584,409
720,579,405
721,574,400
722,569,395
723,564,389
724,559,385
725,554,380
726,549,375
727,544,369
728,539,364
729,534,359
730,529,354
731,524,349
732,519,345
733,514,340
734,509,335
735,504,330
736,499,325
737,494,320
738,489,315
739,484,310
740,479,305
741,474,300
742,469,294
743,464,289
744,459,285
745,454,279
746,449,274
747,444,269
748,439,265
749,434,259
750,429,255
751,424,249
752,419,245
753,414,239
754,409,235
755,404,229
756,399,225
757,394,220
758,389,214
759,384,209
760,379,204
761,374,199
762,369,194
763,364,189
764,359,185
765,354,179
766,349,174
767,344,169
768,339,165
769,334,160
770,329,155
771,324,149
772,319,145
773,314,140
774,309,135
775,304,129
776,299,124
777,294,119
778,289,114
779,284,109
780,279,105
781,274,100
782,269,95
783,264,90
784,259,85
785,254,80
786,249,75
787,244,70
788,239,65
789,234,60
790,229,54
791,224,49
792,219,45
793,214,39
794,209,34
795,204,29
796,199,24
797,-,-
798,-,-
799,-,-
800,-,-
801,175,19
802,-,-
803,-,-
804,-,-
805,-,-
806,-,-
807,-,-
808,-,-
809,135,19
810,-,-
811,-,-
812,-,-
813,-,-
814,-,-
815,104,29
816,99,35
817,94,39
818,89,45
819,84,49
820,78,54
821,74,59
822,69,65
823,64,69
824,59,75
825,54,79
826,49,85
827,44,89
828,39,95
829,34,100
830,29,105
831,-,-
832,-,-
833,-,-
834,-,-
835,-,-
836,13,144
837,-,-
838,-,-
839,-,-
840,-,-
841,-,-
842,29,165
843,34,170
844,39,175
845,44,180
846,49,185
847,54,189
848,59,195
849,64,199
850,69,205
851,74,209
852,79,215
853,84,219
854,89,225
855,94,230
856,99,235
857,104,239
858,109,245
859,114,250
860,119,255
861,124,260
862,129,265
863,134,269
864,139,275
865,144,279
866,149,285
867,153,289
868,159,294
869,164,299
870,169,305
871,174,309
872,179,315
873,184,319
874,189,325
875,194,329
876,199,335
877,204,340
878,209,345
879,214,349
880,219,355
881,224,359
882,229,365
883,234,369
884,239,375
885,244,379
886,249,385
887,254,390
888,259,395
889,264,399
890,269,405
891,274,410
892,279,415
893,284,419
894,289,425
895,294,429
896,299,435
897,304,439
898,309,445
899,314,449
